title,link,category,description,telephone,address,roadAddress,mapx,mapy,search_input,split_list,input_search,stores_url,file_names
크로플덕오리아가씨 위례점,,"음식점>카페,디저트",,,경기도 성남시 수정구 창곡동 547-6 정프라자 나 102호,경기도 성남시 수정구 위례광장로 21-6 정프라자 나 102호,324111,540784,경기도 성남시 수정구 복정동 야식,"카페,디저트",경기도 성남시 수정구 복정동 크로플덕오리아가씨 위례점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20복정동%20크로플덕오리아가씨%20위례점&sm=hty&style=v5#/list,크로플덕오리아가씨 위례점.jpg
마그나 카르타 M coffee,,"카페,디저트>카페",,,경기도 성남시 수정구 창곡동 505 1017호,경기도 성남시 수정구 위례광장로 104 1017호,324270,541606,경기도 성남시 수정구 복정동 와플,카페,경기도 성남시 수정구 복정동 마그나 카르타 M coffee,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20복정동%20마그나%20카르타%20M%20coffee&sm=hty&style=v5#/list,마그나 카르타 M coffee.jpg
델리슈,http://instagram.com/delicieux_organic,"카페,디저트>베이커리",,,경기도 성남시 수정구 창곡동 507 델리슈,경기도 성남시 수정구 위례광장로 82 델리슈,324300,541368,경기도 성남시 수정구 복정동 와플,베이커리,경기도 성남시 수정구 복정동 델리슈,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20복정동%20델리슈&sm=hty&style=v5#/list,델리슈.jpg
베이커리 리종,,"카페,디저트>베이커리",,,경기도 성남시 수정구 창곡동 513 에이플타워,경기도 성남시 수정구 위례동로 153 에이플타워,325040,541608,경기도 성남시 수정구 복정동 제과,베이커리,경기도 성남시 수정구 복정동 베이커리 리종,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20복정동%20베이커리%20리종&sm=hty&style=v5#/list,베이커리 리종.jpg
안디아모,https://www.instagram.com/andiamo.coffee,"음식점>카페,디저트",,,경기도 성남시 수정구 창곡동 507 위례 보미리즌빌 상가 104-2호,경기도 성남시 수정구 위례광장로 82 위례 보미리즌빌 상가 104-2호,324244,541441,경기도 성남시 수정구 복정동 카페,"카페,디저트",경기도 성남시 수정구 복정동 안디아모,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20복정동%20안디아모&sm=hty&style=v5#/list,안디아모.jpg
아메제과,,"카페,디저트>베이커리",,,"경기도 성남시 수정구 복정동 710 1층 인생부동산 옆, (골목쪽) 아메제과","경기도 성남시 수정구 복정로16번길 2 1층 인생부동산 옆, (골목쪽) 아메제과",323018,539497,경기도 성남시 수정구 신촌동 과자,베이커리,경기도 성남시 수정구 신촌동 아메제과,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20아메제과&sm=hty&style=v5#/list,아메제과.jpg
용수양봉카페&용수양봉박물관,https://www.instagram.com/yongsu_bee,"음식점>카페,디저트",,,경기도 성남시 수정구 심곡동 258-5,경기도 성남시 수정구 심곡로 6-1,320982,538947,경기도 성남시 수정구 신촌동 디저트,"카페,디저트",경기도 성남시 수정구 신촌동 용수양봉카페&용수양봉박물관,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20용수양봉카페&용수양봉박물관&sm=hty&style=v5#/list,용수양봉카페&용수양봉박물관.jpg
메인스트리트 세곡점,http://https//www.mainstreet.co.kr/,"음식점>카페,디저트",,,경기도 성남시 수정구 신촌동 117-6 메인스트리트 세곡점,경기도 성남시 수정구 신촌로 3 메인스트리트 세곡점,321203,540124,경기도 성남시 수정구 신촌동 디저트,"카페,디저트",경기도 성남시 수정구 신촌동 메인스트리트 세곡점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20메인스트리트%20세곡점&sm=hty&style=v5#/list,메인스트리트 세곡점.jpg
갤러리 우화각,https://www.woohwagakgallery.com,"음식점>카페,디저트",,,경기도 성남시 수정구 심곡동 385-1 1층,경기도 성남시 수정구 심곡로50번길 3 1층,320571,539147,경기도 성남시 수정구 신촌동 디저트,"카페,디저트",경기도 성남시 수정구 신촌동 갤러리 우화각,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20갤러리%20우화각&sm=hty&style=v5#/list,갤러리 우화각.jpg
파스쿠찌 가천대점,http://www.caffe-pascucci.co.kr/,"카페,디저트>카페",,,경기도 성남시 수정구 복정동 620-2 경원대학교,경기도 성남시 수정구 성남대로 1342 경원대학교,323021,539138,경기도 성남시 수정구 신촌동 마카롱,카페,경기도 성남시 수정구 신촌동 파스쿠찌 가천대점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20파스쿠찌%20가천대점&sm=hty&style=v5#/list,파스쿠찌 가천대점.jpg
아틀리에카페203,https://blog.naver.com/ateliercafe203,"카페,디저트>베이커리",,,경기도 성남시 수정구 신촌동 203-1,경기도 성남시 수정구 신촌남로17번길 7,321104,539947,경기도 성남시 수정구 신촌동 베이커리,베이커리,경기도 성남시 수정구 신촌동 아틀리에카페203,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20아틀리에카페203&sm=hty&style=v5#/list,아틀리에카페203.jpg
파리바게트 서울공항점,,"카페,디저트>베이커리",,,경기도 성남시 수정구 심곡동 321,경기도 성남시 수정구 심곡로 16,320968,539005,경기도 성남시 수정구 신촌동 베이커리,베이커리,경기도 성남시 수정구 신촌동 파리바게트 서울공항점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20파리바게트%20서울공항점&sm=hty&style=v5#/list,파리바게트 서울공항점.jpg
카페샤누아,,"음식점>카페,디저트",,,경기도 성남시 수정구 오야동 301-10 1층,경기도 성남시 수정구 오야남로14번길 3 1층,320998,539420,경기도 성남시 수정구 신촌동 브런치,"카페,디저트",경기도 성남시 수정구 신촌동 카페샤누아,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20카페샤누아&sm=hty&style=v5#/list,카페샤누아.jpg
뚜레쥬르 성남복정점,http://www.tlj.co.kr/,"카페,디저트>베이커리",,,경기도 성남시 수정구 복정동 711-4 나라빌딩,경기도 성남시 수정구 성남대로1390번길 5 나라빌딩,322984,539479,경기도 성남시 수정구 신촌동 제과,베이커리,경기도 성남시 수정구 신촌동 뚜레쥬르 성남복정점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20뚜레쥬르%20성남복정점&sm=hty&style=v5#/list,뚜레쥬르 성남복정점.jpg
카페블로그,,"카페,디저트>카페",,,경기도 성남시 수정구 신촌동  215-20,경기도 성남시 수정구 신촌남로 37,320899,539954,경기도 성남시 수정구 신촌동 커피전문,카페,경기도 성남시 수정구 신촌동 카페블로그,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20카페블로그&sm=hty&style=v5#/list,카페블로그.jpg
코페아 커피  복정점,https://www.instagram.com/_coffea/,"카페,디저트>카페",,,경기도 성남시 수정구 복정동 685-6 1층,경기도 성남시 수정구 복정로 65 1층,322919,539995,경기도 성남시 수정구 신촌동 커피전문,카페,경기도 성남시 수정구 신촌동 코페아 커피  복정점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20코페아%20커피%20%20복정점&sm=hty&style=v5#/list,코페아 커피  복정점.jpg
이디야 커피  성남복정도서관점,,"카페,디저트>카페",,,경기도 성남시 수정구 복정동 645-10,경기도 성남시 수정구 복정로 121,322962,540546,경기도 성남시 수정구 신촌동 커피전문,카페,경기도 성남시 수정구 신촌동 이디야 커피  성남복정도서관점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20신촌동%20이디야%20커피%20%20성남복정도서관점&sm=hty&style=v5#/list,이디야 커피  성남복정도서관점.jpg
파네트리 제과명장 김영모,https://www.k-bread.com/,"음식점>카페,디저트",,,경기도 성남시 수정구 시흥동 81-6,경기도 성남시 수정구 설개로14번길 23,320892,535715,경기도 성남시 수정구 고등동 과자,"카페,디저트",경기도 성남시 수정구 고등동 파네트리 제과명장 김영모,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20파네트리%20제과명장%20김영모&sm=hty&style=v5#/list,파네트리 제과명장 김영모.jpg
홍콩 다방  롯데시네마판교점,,"음식점>카페,디저트",,,경기도 성남시 수정구 시흥동 296-3 파미어스몰 지하1층,경기도 성남시 수정구 창업로 18 파미어스몰 지하1층,320381,534980,경기도 성남시 수정구 고등동 다방,"카페,디저트",경기도 성남시 수정구 고등동 홍콩 다방  롯데시네마판교점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20홍콩%20다방%20%20롯데시네마판교점&sm=hty&style=v5#/list,홍콩 다방  롯데시네마판교점.jpg
소보록,,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 572 1층 C동 102호,경기도 성남시 수정구 고등로 3 1층 C동 102호,319951,536662,경기도 성남시 수정구 고등동 도넛,"카페,디저트",경기도 성남시 수정구 고등동 소보록,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20소보록&sm=hty&style=v5#/list,소보록.jpg
화이트그린요거트아이스크림,https://www.instagram.com/whitegreen.cc,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 572 현대지식산업센터 122호,경기도 성남시 수정구 고등로 3 현대지식산업센터 122호,320012,536741,경기도 성남시 수정구 고등동 도시락,"카페,디저트",경기도 성남시 수정구 고등동 화이트그린요거트아이스크림,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20화이트그린요거트아이스크림&sm=hty&style=v5#/list,화이트그린요거트아이스크림.jpg
벙크오프,https://instagram.com/bunk_off,"카페,디저트>카페",,,경기도 성남시 수정구 고등동 573-9 1층,경기도 성남시 수정구 고등로1길 12 1층,320007,536796,경기도 성남시 수정구 고등동 디저트,카페,경기도 성남시 수정구 고등동 벙크오프,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20벙크오프&sm=hty&style=v5#/list,벙크오프.jpg
온적공간,http://instagram.com/onjeok,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 379-1,경기도 성남시 수정구 대왕판교로982번길 21-2,320951,536700,경기도 성남시 수정구 고등동 디저트,"카페,디저트",경기도 성남시 수정구 고등동 온적공간,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20온적공간&sm=hty&style=v5#/list,온적공간.jpg
디디크러쉬,https://www.instagram.com/cafe_didicrush,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 579-6 1층 디디크러쉬,경기도 성남시 수정구 고등로4길 10-3 1층 디디크러쉬,320670,536945,경기도 성남시 수정구 고등동 디저트,"카페,디저트",경기도 성남시 수정구 고등동 디디크러쉬,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20디디크러쉬&sm=hty&style=v5#/list,디디크러쉬.jpg
텐퍼센트커피 판교고등점,http://instagram.com/tenpercentcoffee_godeung,"음식점>카페,디저트>카페",,,경기도 성남시 수정구 고등동 572 현대지식산업센터 성남고등 C동 B115호,경기도 성남시 수정구 고등로 3 현대지식산업센터 성남고등 C동 B115호,320004,536692,경기도 성남시 수정구 고등동 마카롱,카페,경기도 성남시 수정구 고등동 텐퍼센트커피 판교고등점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20텐퍼센트커피%20판교고등점&sm=hty&style=v5#/list,텐퍼센트커피 판교고등점.jpg
디저트르라바,http://instagram.com/dessertlove_dessertlelava,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 592 226동 호반써밋판교밸리아파트상가 지층101호,경기도 성남시 수정구 고등로 34 226동 호반써밋판교밸리아파트상가 지층101호,320094,536688,경기도 성남시 수정구 고등동 마카롱,"카페,디저트",경기도 성남시 수정구 고등동 디저트르라바,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20디저트르라바&sm=hty&style=v5#/list,디저트르라바.jpg
좋은아침페스츄리 고등동점,,"카페,디저트>베이커리",,,경기도 성남시 수정구 고등동 581-5,경기도 성남시 수정구 고등로5길 2,320625,536866,경기도 성남시 수정구 고등동 베이커리,베이커리,경기도 성남시 수정구 고등동 좋은아침페스츄리 고등동점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20좋은아침페스츄리%20고등동점&sm=hty&style=v5#/list,좋은아침페스츄리 고등동점.jpg
루안 베이커리 카페,,"음식점>카페,디저트",,,경기도 성남시 수정구 상적동 336-2,경기도 성남시 수정구 달래내로377번길 38 (상적동),317768,536353,경기도 성남시 수정구 고등동 베이커리,"카페,디저트",경기도 성남시 수정구 고등동 루안 베이커리 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20루안%20베이커리%20카페&sm=hty&style=v5#/list,루안 베이커리 카페.jpg
파리바게뜨 성남고등점,,"카페,디저트>베이커리",,,경기도 성남시 수정구 고등동 593-6 지엠 프라자 1층 파리바게뜨,경기도 성남시 수정구 청계산로 689 지엠 프라자 1층 파리바게뜨,320093,536531,경기도 성남시 수정구 고등동 베이커리,베이커리,경기도 성남시 수정구 고등동 파리바게뜨 성남고등점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20파리바게뜨%20성남고등점&sm=hty&style=v5#/list,파리바게뜨 성남고등점.jpg
보다밍케이크,http://instagram.com/bodaming.cake,"카페,디저트>베이커리",,,경기도 성남시 수정구 고등동 592 호반써밋 판교밸리 후문 상가 226동 114호,경기도 성남시 수정구 고등로 34 호반써밋 판교밸리 후문 상가 226동 114호,320134,536657,경기도 성남시 수정구 고등동 베이커리,베이커리,경기도 성남시 수정구 고등동 보다밍케이크,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20보다밍케이크&sm=hty&style=v5#/list,보다밍케이크.jpg
시그니쳐9,https://www.instagram.com/cafe_signature9,"음식점>카페,디저트",,,경기도 성남시 수정구 상적동 21-1,경기도 성남시 수정구 적푸리로35번길 4-7,319249,537258,경기도 성남시 수정구 고등동 브런치,"카페,디저트",경기도 성남시 수정구 고등동 시그니쳐9,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20시그니쳐9&sm=hty&style=v5#/list,시그니쳐9.jpg
카페보니또 옛골점,https://blog.naver.com/bonitodesign,"카페,디저트>카페",,,"경기도 성남시 수정구 상적동 211-14 1, 2층","경기도 성남시 수정구 청계산로 443 1, 2층",318031,536917,경기도 성남시 수정구 고등동 빙수,카페,경기도 성남시 수정구 고등동 카페보니또 옛골점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20카페보니또%20옛골점&sm=hty&style=v5#/list,카페보니또 옛골점.jpg
반달커피 성남고등점,http://www.bandalcoffee.com,"음식점>카페,디저트>카페",,,경기도 성남시 수정구 고등동 612-1 1층,경기도 성남시 수정구 청계산로5길 16 1층,320608,536230,경기도 성남시 수정구 고등동 샌드위치,카페,경기도 성남시 수정구 고등동 반달커피 성남고등점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20반달커피%20성남고등점&sm=hty&style=v5#/list,반달커피 성남고등점.jpg
기억창고,https://blog.naver.com/volley63,"카페,디저트>카페",,,경기도 성남시 수정구 상적동 240-1,경기도 성남시 수정구 달래내로 351,318244,536341,경기도 성남시 수정구 고등동 생과일쥬스,카페,경기도 성남시 수정구 고등동 기억창고,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20기억창고&sm=hty&style=v5#/list,기억창고.jpg
CAFE REVE,,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 603 반도 아이비밸리 109호,경기도 성남시 수정구 청계산로 686 반도 아이비밸리 109호 카페레브,319994,536545,경기도 성남시 수정구 고등동 아이스크림,"카페,디저트",경기도 성남시 수정구 고등동 CAFE REVE,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20CAFE%20REVE&sm=hty&style=v5#/list,CAFE REVE.jpg
넝쿨포도,,"음식점>카페,디저트",,,경기도 성남시 수정구 시흥동 42-1,경기도 성남시 수정구 설개로21번길 9,321180,535840,경기도 성남시 수정구 고등동 죽,"카페,디저트",경기도 성남시 수정구 고등동 넝쿨포도,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20넝쿨포도&sm=hty&style=v5#/list,넝쿨포도.jpg
카페 찬드라,https://smartstore.naver.com/chandra_cafe,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 400-6 1층,경기도 성남시 수정구 대왕판교로982번길 7-8 1층,320805,536681,경기도 성남시 수정구 고등동 죽,"카페,디저트",경기도 성남시 수정구 고등동 카페 찬드라,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20카페%20찬드라&sm=hty&style=v5#/list,카페 찬드라.jpg
앨리웨이,,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 596-8 1층,경기도 성남시 수정구 청계산로2길 29 1층,320178,536515,경기도 성남시 수정구 고등동 카페,"카페,디저트",경기도 성남시 수정구 고등동 앨리웨이,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20앨리웨이&sm=hty&style=v5#/list,앨리웨이.jpg
크레센  커피 &디저트,,"카페,디저트>카페",,,경기도 성남시 수정구 고등동 596-6,경기도 성남시 수정구 청계산로2길 33 1층 카페상가,320200,536497,경기도 성남시 수정구 고등동 커피전문,카페,경기도 성남시 수정구 고등동 크레센  커피 &디저트,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20크레센%20%20커피%20&디저트&sm=hty&style=v5#/list,크레센  커피 &디저트.jpg
이디야 커피  성남고등동점,http://www.ediya.com/,"카페,디저트>카페",,,경기도 성남시 수정구 고등동 615-6 1층(주차가능),경기도 성남시 수정구 청계산로4길 31 1층(주차가능),320630,536136,경기도 성남시 수정구 고등동 커피전문,카페,경기도 성남시 수정구 고등동 이디야 커피  성남고등동점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20이디야%20커피%20%20성남고등동점&sm=hty&style=v5#/list,이디야 커피  성남고등동점.jpg
이디야 커피  북판교고등점,,"카페,디저트>카페",,,경기도 성남시 수정구 고등동 594,경기도 성남시 수정구 청계산로1길 25 1층,320078,536668,경기도 성남시 수정구 고등동 커피전문,카페,경기도 성남시 수정구 고등동 이디야 커피  북판교고등점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20이디야%20커피%20%20북판교고등점&sm=hty&style=v5#/list,이디야 커피  북판교고등점.jpg
이디야 커피  성남고등풍경채점,,"카페,디저트>카페",,,경기도 성남시 수정구 고등동 590,경기도 성남시 수정구 고등공원로 19,320601,536599,경기도 성남시 수정구 고등동 커피전문,카페,경기도 성남시 수정구 고등동 이디야 커피  성남고등풍경채점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20이디야%20커피%20%20성남고등풍경채점&sm=hty&style=v5#/list,이디야 커피  성남고등풍경채점.jpg
어반팜,https://www.instagram.com/urbanfarm_cafe,"카페,디저트>카페",,,"경기도 성남시 수정구 시흥동 21-4 1층, 2층, 3층","경기도 성남시 수정구 여수대로56번길 1 1층, 2층, 3층",321307,535945,경기도 성남시 수정구 고등동 플라워카페,카페,경기도 성남시 수정구 고등동 어반팜,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20어반팜&sm=hty&style=v5#/list,어반팜.jpg
카페53,http://instagram.com/cafe53_official,"음식점>카페,디저트",,,경기도 성남시 수정구 고등동 580-6,경기도 성남시 수정구 고등로5길 3 1층,320653,536893,경기도 성남시 수정구 고등동 피자,"카페,디저트",경기도 성남시 수정구 고등동 카페53,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20고등동%20카페53&sm=hty&style=v5#/list,카페53.jpg
랩타임 판교테크노밸리점,,"음식점>카페,디저트",,,경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 105호,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 105호,321446,533618,경기도 성남시 수정구 시흥동 과일쥬스,"카페,디저트",경기도 성남시 수정구 시흥동 랩타임 판교테크노밸리점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20랩타임%20판교테크노밸리점&sm=hty&style=v5#/list,랩타임 판교테크노밸리점.jpg
핸드메이드,http://instagram.com/cafe_handmade_bykang,"음식점>카페,디저트",,,경기도 성남시 분당구 삼평동 682 유스페이스2 B동 1층 111호,경기도 성남시 분당구 대왕판교로 670 유스페이스2 B동 1층 111호,321105,533711,경기도 성남시 수정구 시흥동 과일쥬스,"카페,디저트",경기도 성남시 수정구 시흥동 핸드메이드,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20핸드메이드&sm=hty&style=v5#/list,핸드메이드.jpg
카페 핸드메이드,http://instagram.com/cafe_handmade_hq,"음식점>카페,디저트",,,경기도 성남시 분당구 삼평동 670,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 126호,321124,533506,경기도 성남시 수정구 시흥동 과일쥬스,"카페,디저트",경기도 성남시 수정구 시흥동 카페 핸드메이드,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20카페%20핸드메이드&sm=hty&style=v5#/list,카페 핸드메이드.jpg
스타벅스 판교H스퀘어점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 성남시 분당구 삼평동 680 H스퀘어,경기도 성남시 분당구 판교역로 231,321284,533637,경기도 성남시 수정구 시흥동 다방,카페,경기도 성남시 수정구 시흥동 스타벅스 판교H스퀘어점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20스타벅스%20판교H스퀘어점&sm=hty&style=v5#/list,스타벅스 판교H스퀘어점.jpg
스타벅스 판교유스페이스점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,경기도 성남시 분당구 삼평동 670 유스페이스1,경기도 성남시 분당구 대왕판교로 660,321182,533626,경기도 성남시 수정구 시흥동 다방,카페,경기도 성남시 수정구 시흥동 스타벅스 판교유스페이스점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20스타벅스%20판교유스페이스점&sm=hty&style=v5#/list,스타벅스 판교유스페이스점.jpg
경성꽈배기,,"음식점>카페,디저트>베이커리",,,경기도 성남시 분당구 삼평동 684,경기도 성남시 분당구 판교역로241번길 22,321105,533769,경기도 성남시 수정구 시흥동 도넛,베이커리,경기도 성남시 수정구 시흥동 경성꽈배기,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20경성꽈배기&sm=hty&style=v5#/list,경성꽈배기.jpg
홀리데이 앳 런던,https://www.youtube.com/@onui4026,"음식점>카페,디저트",,,경기도 성남시 수정구 시흥동 324 근린생활시설동 지2층 2호,경기도 성남시 수정구 창업로40번길 6 근린생활시설동 지2층 2호,320141,534872,경기도 성남시 수정구 시흥동 디저트,"카페,디저트",경기도 성남시 수정구 시흥동 홀리데이 앳 런던,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20홀리데이%20앳%20런던&sm=hty&style=v5#/list,홀리데이 앳 런던.jpg
사송,http://www.instagram.com/sasong.coffee,"음식점>카페,디저트",,,경기도 성남시 수정구 사송동 337-1,경기도 성남시 수정구 사송로77번길 55,321781,534620,경기도 성남시 수정구 시흥동 디저트,"카페,디저트",경기도 성남시 수정구 시흥동 사송,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20사송&sm=hty&style=v5#/list,사송.jpg
카페졸리굿 & 수제스콘.쿠키.케익,,"카페,디저트>카페",,,경기도 성남시 수정구 사송동 479-1 1층,경기도 성남시 수정구 사송로77번길 25 1층,321619,534878,경기도 성남시 수정구 시흥동 디저트,카페,경기도 성남시 수정구 시흥동 카페졸리굿 & 수제스콘.쿠키.케익,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20카페졸리굿%20&%20수제스콘.쿠키.케익&sm=hty&style=v5#/list,카페졸리굿 & 수제스콘.쿠키.케익.jpg
파리바게뜨 아름탑점,http://www.paris.co.kr/,"카페,디저트>베이커리",,,경기도 성남시 분당구 야탑동 533-3 동양프라자상가 1층 106호,경기도 성남시 분당구 판교로 435 동양프라자상가 1층 106호,322491,534098,경기도 성남시 수정구 시흥동 롤케익,베이커리,경기도 성남시 수정구 시흥동 파리바게뜨 아름탑점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20파리바게뜨%20아름탑점&sm=hty&style=v5#/list,파리바게뜨 아름탑점.jpg
데조로의집,http://www.instagram.com/love_tesoro719,"카페,디저트>베이커리",,,경기도 성남시 분당구 삼평동 719 마크시티 퍼플,경기도 성남시 분당구 판교로 376 마크시티 퍼플,321956,533911,경기도 성남시 수정구 시흥동 마카롱,베이커리,경기도 성남시 수정구 시흥동 데조로의집,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20데조로의집&sm=hty&style=v5#/list,데조로의집.jpg
파이드파이퍼,http://instagram.com/piedpiper_cafe,"음식점>카페,디저트",,,경기도 성남시 분당구 삼평동 617 지하층 B105호,경기도 성남시 분당구 판교로227번길 6 지하층 B105호,320450,533829,경기도 성남시 수정구 시흥동 마카롱,"카페,디저트",경기도 성남시 수정구 시흥동 파이드파이퍼,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20파이드파이퍼&sm=hty&style=v5#/list,파이드파이퍼.jpg
에스이커피 기업성장센터점,https://secoffeegsc.modoo.at,"카페,디저트>베이커리",,,경기도 성남시 수정구 시흥동 293 경기기업성장센터,경기도 성남시 수정구 창업로 42 경기기업성장센터,320072,534844,경기도 성남시 수정구 시흥동 베이커리,베이커리,경기도 성남시 수정구 시흥동 에스이커피 기업성장센터점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20에스이커피%20기업성장센터점&sm=hty&style=v5#/list,에스이커피 기업성장센터점.jpg
255카페,,"음식점>카페,디저트",,,경기도 성남시 분당구 삼평동 618,경기도 성남시 분당구 판교로255번길 9-22 1층 무료주차제공,320480,533930,경기도 성남시 수정구 시흥동 빙수,"카페,디저트",경기도 성남시 수정구 시흥동 255카페,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20255카페&sm=hty&style=v5#/list,255카페.jpg
이디야 판교봇들마을점,http://www.ediya.com/,"카페,디저트>카페",,,경기도 성남시 분당구 삼평동 709,경기도 성남시 분당구 판교로 375 1층,321908,533980,경기도 성남시 수정구 시흥동 빙수,카페,경기도 성남시 수정구 시흥동 이디야 판교봇들마을점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20이디야%20판교봇들마을점&sm=hty&style=v5#/list,이디야 판교봇들마을점.jpg
슈퍼커피 판교점,https://supercoffeepg.modoo.at,"카페,디저트>카페",,,경기도 성남시 분당구 삼평동 618 2층,경기도 성남시 분당구 판교로255번길 9-22,320513,533912,경기도 성남시 수정구 시흥동 빙수,카페,경기도 성남시 수정구 시흥동 슈퍼커피 판교점,https://m.map.naver.com/search2/search.naver?query=경기도%20성남시%20수정구%20시흥동%20슈퍼커피%20판교점&sm=hty&style=v5#/list,슈퍼커피 판교점.jpg
